10000,0.0034197501,0.0000194664
20000,0.0075892834,0.0000054122
30000,0.0135314645,0.0000071221
40000,0.0171334262,0.0000062343
50000,0.0224265758,0.0000073405
60000,0.0273162486,0.0000065464
70000,0.0333040993,0.0000054640
80000,0.0388495066,0.0000058704
90000,0.0508367500,0.0000076823
100000,0.0515951891,0.0000065305
