10000,0.0033819612,0.0000097067
20000,0.0087942895,0.0000077336
30000,0.0175019733,0.0000132582
40000,0.0218592035,0.0000049053
50000,0.0282937202,0.0000045557
60000,0.0362507201,0.0000046531
70000,0.0506890955,0.0000059324
80000,0.0564605037,0.0000060911
90000,0.0606553604,0.0000098343
100000,0.0689368734,0.0000064270
